2023-06-09T23:38:20.100354+02:00;0,00
2023-06-09T23:38:20.900286+02:00;0,00
2023-06-09T23:38:21.901147+02:00;0,00
2023-06-09T23:38:22.939614+02:00;0,00
2023-06-09T23:38:23.905376+02:00;0,00
2023-06-09T23:38:24.906115+02:00;0,00
2023-06-09T23:38:25.905908+02:00;0,00
2023-06-09T23:38:26.931404+02:00;0,00
2023-06-09T23:38:27.909327+02:00;0,00
2023-06-09T23:38:28.915463+02:00;0,00
2023-06-09T23:38:29.955059+02:00;0,00
2023-06-09T23:38:30.962687+02:00;0,00
2023-06-09T23:38:32.041309+02:00;0,00
2023-06-09T23:38:32.940805+02:00;0,00
2023-06-09T23:38:33.946825+02:00;0,00
2023-06-09T23:38:34.971684+02:00;0,00
2023-06-09T23:38:35.954110+02:00;0,00
2023-06-09T23:38:37.043929+02:00;0,00
2023-06-09T23:38:37.948059+02:00;0,00
2023-06-09T23:38:38.919015+02:00;0,00
2023-06-09T23:38:39.955214+02:00;0,00
2023-06-09T23:38:40.920217+02:00;0,00
2023-06-09T23:38:41.944517+02:00;0,00
2023-06-09T23:38:42.924585+02:00;0,00
2023-06-09T23:38:43.950879+02:00;0,00
2023-06-09T23:38:44.927028+02:00;0,00
2023-06-09T23:38:45.924873+02:00;0,00
2023-06-09T23:38:46.963926+02:00;0,00
2023-06-09T23:38:47.958976+02:00;0,00
2023-06-09T23:38:48.934548+02:00;0,00
2023-06-09T23:38:49.933105+02:00;0,00
2023-06-09T23:38:50.931443+02:00;0,00
2023-06-09T23:38:56.889345+02:00;0,00
2023-06-09T23:38:57.879037+02:00;0,00
2023-06-09T23:38:58.879635+02:00;0,00
2023-06-09T23:38:59.881627+02:00;0,00
2023-06-09T23:39:00.910818+02:00;0,00
2023-06-09T23:39:01.883475+02:00;0,00
2023-06-09T23:39:03.029613+02:00;0,00
2023-06-09T23:39:03.903511+02:00;0,00
2023-06-09T23:39:04.921674+02:00;0,00
2023-06-09T23:39:05.891158+02:00;0,00
2023-06-09T23:39:06.917476+02:00;0,00
2023-06-09T23:39:07.897528+02:00;0,00
2023-06-09T23:39:08.969433+02:00;0,00
2023-06-09T23:39:09.891820+02:00;0,00
2023-06-09T23:39:10.924213+02:00;1224,91
2023-06-09T23:39:11.893012+02:00;1281,26
2023-06-09T23:39:12.893391+02:00;1236,69
2023-06-09T23:39:13.926178+02:00;1210,56
2023-06-09T23:39:14.897794+02:00;1291,51
2023-06-09T23:39:15.953224+02:00;0,00
2023-06-09T23:39:16.933842+02:00;549,18
2023-06-09T23:39:17.931755+02:00;0,00
2023-06-09T23:39:18.900269+02:00;0,00
2023-06-09T23:39:19.905865+02:00;0,00
2023-06-09T23:39:20.924695+02:00;886,28
2023-06-09T23:39:21.936020+02:00;0,00
2023-06-09T23:39:22.905982+02:00;0,00
2023-06-09T23:39:23.905533+02:00;0,00
2023-06-09T23:39:24.907404+02:00;0,00
2023-06-09T23:39:25.945034+02:00;0,00
